,devs,genders,countries
69160,73252,male,None
69161,129581,female,None
69162,482959,male,None
69163,254882,male,None
69164,1302534,male,None
69165,398848,male,None
69166,530317,male,None
69167,483233,None,None
69168,4946,male,united states
69169,1253758,male,russia
69170,1407167,male,None
69171,944557,None,None
69172,264211,male,russia
69173,2107410,None,norway
69174,755818,male,None
69175,252550,male,canada
69176,139881,male,None
69177,804825,None,italy
69178,32419,None,None
69179,2204848,None,None
69180,164220,male,canada
69181,40884,None,None
69182,392361,male,None
69183,67469,male,finland
69184,254695,male,united states
69185,170669,male,united states
69186,121551,male,None
69187,714619,male,None
69188,67472,female,None
69189,983671,None,None
69190,1429294,male,None
69191,746071,None,None
69192,983574,None,None
69193,562264,male,None
69194,54571,male,sweden
69195,289501,male,None
69196,548023,male,italy
69197,958457,female,None
69198,1731963,male,None
69199,242412,male,france
69200,1491409,male,None
69201,2578561,male,None
69202,1880982,male,None
69203,2054300,None,None
69204,584663,male,None
69205,2080525,male,None
69206,2555369,None,None
69207,1629588,male,None
69208,1489510,male,None
69209,1489506,None,None
69210,1260498,male,None
69211,802091,male,None
69212,292509,male,None
69213,355718,male,None
69214,368401,male,united states
69215,1031104,None,None
69216,612847,None,None
69217,2836,male,belgium
69218,468279,male,germany
69219,143453,male,india
69220,1088146,male,None
69221,2128957,None,None
69222,790571,male,None
69223,820397,male,None
69224,438253,male,None
69225,988517,None,None
69226,437934,male,belgium
69227,326952,male,belgium
69228,1440338,male,None
69229,438252,male,belgium
69230,988525,male,None
69231,1789619,male,None
69232,1789794,male,None
69233,1891485,male,None
69234,1789617,male,None
69235,2202236,male,None
69236,1095945,male,None
69237,255361,male,united states
69238,81341,None,united states
69239,31821,male,germany
69240,926714,male,None
69241,1311566,None,united states
69242,218855,male,united states
69243,352571,male,None
69244,226957,male,italy
69245,530962,male,germany
69246,630230,None,None
69247,578549,male,denmark
69248,1048321,male,None
69249,494218,None,france
69250,36676,male,canada
69251,2692309,None,None
69252,1308710,male,None
69253,59735,None,None
69254,2600320,None,None
69255,2588972,None,None
69256,705680,male,None
69257,508102,male,None
69258,587408,None,None
69259,3047010,male,china
69260,494427,male,united kingdom
69261,442215,None,None
69262,2833567,male,None
69263,1732970,None,united states
69264,89938,female,None
69265,161519,None,None
69266,36587,male,None
69267,152759,None,None
69268,2376390,None,None
69269,171346,male,united states
69270,1405050,female,None
69271,6540,None,None
69272,78039,male,united states
69273,2877403,male,None
69274,51960,male,new zealand
69275,2929819,male,None
69276,119215,male,finland
69277,335445,male,None
69278,580889,male,None
69279,186798,male,None
69280,2504845,male,None
69281,2011055,male,germany
69282,488605,male,united states
69283,1403680,female,None
69284,439425,male,belarus
69285,1270712,None,None
69286,149778,None,None
69287,925267,None,None
69288,1599,male,united kingdom
69289,857044,male,None
69290,87044,male,chile
69291,19205,None,None
69292,64057,None,japan
69293,1924962,male,None
69294,4647,male,czech republic
69295,2280251,male,None
69296,1286329,None,None
69297,511129,male,None
69298,693765,None,None
69299,297871,male,None
69300,191759,male,united states
69301,4397,male,romania
69302,704561,male,None
69303,162267,male,united states
69304,162911,male,slovenia
69305,55380,male,united states
69306,1108405,male,None
69307,226238,male,None
69308,647747,male,None
69309,185342,male,belgium
69310,2918,male,united kingdom
69311,302387,male,None
69312,2858,female,None
69313,150688,male,new zealand
69314,12040,male,None
69315,12126,None,None
69316,12081,male,None
69317,143168,male,None
69318,384760,male,None
69319,11982,male,None
69320,131017,None,None
69321,560517,male,None
69322,35937,None,None
69323,313644,male,None
69324,1400497,male,poland
69325,576269,male,None
69326,562509,male,united states
69327,25870,male,united states
69328,167228,male,india
69329,76985,None,None
69330,726417,male,None
69331,1693465,male,None
69332,2080064,male,None
69333,2151656,None,None
69334,2330848,male,None
69335,45147,male,united kingdom
69336,155254,male,united states
69337,73126,female,None
69338,734313,None,None
69339,240415,male,None
69340,72669,None,None
69341,718011,male,None
69342,662450,male,None
69343,386706,None,france
69344,1278192,male,united states
69345,188459,male,united kingdom
69346,999337,male,germany
69347,99660,male,germany
69348,997188,None,None
69349,254077,male,united states
69350,248462,male,canada
69351,128389,male,united kingdom
69352,358090,None,None
69353,884661,male,australia
69354,1460060,male,norway
69355,959453,male,united kingdom
69356,1777443,male,russia
69357,1012128,male,germany
69358,437491,None,None
69359,802246,male,None
69360,568489,male,brazil
69361,1588468,male,None
69362,85935,male,canada
69363,1075420,male,None
69364,1627746,male,None
69365,294108,male,united states
69366,2321191,None,None
69367,236309,male,netherlands
69368,146537,male,None
69369,738477,male,None
69370,1106466,None,italy
69371,979957,None,united states
69372,1013495,None,None
69373,560946,male,None
69374,740127,male,None
69375,303111,male,france
69376,2298063,female,None
69377,207534,male,canada
69378,19869,male,united states
69379,559861,male,brazil
69380,2987862,None,None
69381,797869,male,None
69382,932601,male,None
69383,2595795,male,united kingdom
69384,597791,male,None
69385,640332,male,None
69386,179483,male,france
69387,497340,male,netherlands
69388,497345,male,None
69389,1009264,male,None
69390,187351,female,None
69391,2098,male,germany
69392,1003901,male,None
69393,79750,male,united states
69394,1301517,None,None
69395,820136,male,colombia
69396,3620,male,brazil
69397,855450,None,None
69398,267341,male,united states
69399,457496,female,None
69400,90016,male,germany
69401,323135,male,ireland
69402,592016,male,None
69403,733934,male,None
69404,1387270,male,None
69405,301876,male,None
69406,977756,female,None
69407,60715,male,brazil
69408,2140108,None,None
69409,1049412,male,switzerland
69410,2121615,male,None
69411,366977,male,macedonia
69412,296535,male,macedonia
69413,725820,male,None
69414,725823,male,None
69415,277692,male,sweden
69416,162683,male,sweden
69417,415687,male,None
69418,1242793,male,None
69419,59313,male,None
69420,1212435,male,None
69421,1945540,male,None
69422,808482,None,None
69423,1660866,male,albania
69424,1737528,male,None
69425,371586,male,None
69426,1026744,male,None
69427,1590605,male,None
69428,278880,male,brazil
69429,153037,male,brazil
69430,366121,male,italy
69431,14815,male,None
69432,423727,male,united states
69433,928464,male,None
69434,56061,female,None
69435,55986,female,None
69436,244812,male,germany
69437,269267,male,None
69438,55926,None,None
69439,56097,male,None
69440,1422641,male,None
69441,278589,male,None
69442,56021,male,None
69443,56045,None,None
69444,134824,male,united kingdom
69445,2177203,male,None
69446,2154925,None,None
69447,912757,male,None
69448,56231,male,germany
69449,2209730,female,None
69450,746896,male,None
69451,56202,male,germany
69452,2457786,male,germany
69453,1139558,None,None
69454,1460019,male,None
69455,885067,None,None
69456,148015,male,None
69457,204904,male,None
69458,394839,male,None
69459,48021,male,united kingdom
69460,829697,male,None
69461,27489,male,finland
69462,829692,None,None
69463,829690,male,None
69464,513940,male,None
69465,2128400,male,sweden
69466,179681,male,sweden
69467,351846,male,None
69468,351849,male,None
69469,264986,male,None
69470,351825,male,None
69471,1006471,male,None
69472,720985,male,None
69473,1435987,None,None
69474,733202,male,None
69475,733201,female,None
69476,1436139,None,None
69477,423044,male,united states
69478,3716,male,united states
69479,112759,male,united states
69480,324997,male,netherlands
69481,5769,male,united states
69482,888811,None,None
69483,2686740,male,united states
69484,1163497,male,czech republic
69485,575229,male,None
69486,2341041,male,None
69487,402890,male,netherlands
69488,1088697,male,netherlands
69489,424333,male,None
69490,1933968,male,None
69491,66856,male,united kingdom
69492,158898,male,united kingdom
69493,301332,male,united kingdom
69494,820445,male,None
69495,1584241,None,None
69496,62797,male,None
69497,312974,male,germany
69498,762943,male,None
69499,149500,male,None
69500,175807,male,australia
69501,1292889,male,None
69502,386641,male,None
69503,300349,male,canada
69504,170790,male,None
69505,819865,male,united kingdom
69506,124350,male,united states
69507,1394582,male,canada
69508,856802,None,None
69509,953280,male,None
69510,147628,male,united states
69511,177589,male,None
69512,2227650,None,None
69513,343685,male,None
69514,343691,male,None
69515,640330,None,None
69516,304716,male,None
69517,405501,male,None
69518,424073,male,None
69519,1108312,male,None
69520,1898116,male,None
69521,1631495,male,None
69522,34770,male,united kingdom
69523,49868,male,united states
69524,2567,male,united kingdom
69525,144355,male,united kingdom
69526,144351,male,None
69527,34766,male,None
69528,123116,None,None
69529,106702,male,united kingdom
69530,743854,male,united states
69531,1210262,male,None
69532,290219,male,russia
69533,46755,female,None
69534,163966,male,united states
69535,157438,male,united states
69536,91183,male,None
69537,28717,male,None
69538,1496488,male,None
69539,865724,male,united states
69540,1056688,male,None
69541,873257,male,None
69542,1496494,male,None
69543,1468534,None,None
69544,871778,male,None
69545,453564,male,None
69546,1634451,male,None
69547,48892,male,united states
69548,852505,None,None
69549,1240875,male,None
69550,305214,male,united states
69551,90452,male,united states
69552,145066,male,None
69553,182456,male,united states
69554,1428956,None,None
69555,2761409,None,None
69556,2164586,male,None
69557,981762,male,japan
69558,234356,male,japan
69559,945346,male,japan
69560,67134,male,None
69561,620678,None,None
69562,682600,None,None
69563,897454,male,None
69564,33935,None,None
69565,1230975,male,None
69566,1304680,male,None
69567,1705361,male,None
69568,168739,male,None
69569,485410,male,None
69570,234389,male,new zealand
69571,1481015,male,None
69572,1309503,male,None
69573,830345,male,None
69574,290862,male,None
69575,778935,None,None
69576,4820,male,sweden
69577,171795,male,united kingdom
69578,140942,male,united states
69579,962575,male,germany
69580,1101418,male,united states
69581,358572,female,None
69582,358542,female,None
69583,358560,None,None
69584,545648,male,None
69585,545662,male,None
69586,363902,male,germany
69587,477106,male,None
69588,545661,male,None
69589,545659,None,None
69590,638824,male,None
69591,417742,male,None
69592,170249,male,None
69593,638820,female,None
69594,273575,male,poland
69595,365279,male,united states
69596,422337,male,None
69597,1280628,male,united states
69598,1280630,male,None
69599,1280643,male,None
69600,2090563,male,None
69601,1112008,male,spain
69602,1201657,male,united kingdom
69603,153020,male,russia
69604,112680,male,australia
69605,923325,male,None
69606,1463673,male,None
69607,333008,male,None
69608,1491924,male,None
69609,284237,male,united states
69610,2402628,male,None
69611,59194,None,None
69612,59196,male,None
69613,59183,male,None
69614,59192,male,None
69615,59172,male,united states
69616,59190,male,germany
69617,59184,male,None
69618,430693,male,None
69619,430692,None,None
69620,77015,male,japan
69621,173614,male,japan
69622,303077,male,japan
69623,2049965,None,None
69624,1617862,male,None
69625,44317,male,united states
69626,600681,male,None
69627,240127,male,united states
69628,323144,male,united states
69629,444594,male,united kingdom
69630,143000,male,south africa
69631,143043,None,south africa
69632,143008,male,south africa
69633,143038,male,south africa
69634,1459489,male,new zealand
69635,51026,male,None
69636,1695110,None,None
69637,100849,male,united states
69638,85264,male,united states
69639,884096,male,None
69640,35535,male,ukraine
69641,31317,male,canada
69642,902095,male,united states
69643,755439,male,None
69644,1330043,male,None
69645,304886,male,None
69646,1460671,male,None
69647,296629,male,sweden
69648,163493,male,sweden
69649,114345,male,sweden
69650,146525,male,poland
69651,30429,male,poland
69652,252547,male,australia
69653,337580,male,None
69654,119398,female,None
69655,420579,male,france
69656,600281,male,france
69657,4760,male,russia
69658,117680,male,france
69659,77575,None,None
69660,925027,male,None
69661,46873,male,china
69662,46808,male,australia
69663,769683,female,None
69664,206043,None,china
69665,3789,None,united states
69666,96979,female,None
69667,139655,male,japan
69668,1028478,male,None
69669,114238,male,None
69670,114227,male,None
69671,114218,male,None
69672,864646,male,None
69673,1607956,male,None
69674,6447,male,None
69675,1776710,female,None
69676,1642631,female,None
69677,1601178,female,sweden
69678,230222,male,united states
69679,983466,male,None
69680,432433,male,united states
69681,604441,None,None
69682,2257204,male,None
69683,2032034,male,united states
69684,134303,male,canada
69685,134306,male,netherlands
69686,161492,male,netherlands
69687,49589,male,None
69688,1854671,None,None
69689,454573,None,china
69690,697370,male,None
69691,1319385,male,None
69692,1660547,male,None
69693,102782,male,None
69694,2095206,male,None
69695,161488,male,None
69696,2548605,male,united states
69697,1079609,None,None
69698,244585,male,None
69699,207817,male,russia
69700,66312,male,united kingdom
69701,15407,male,india
69702,30855,male,united states
69703,134121,male,None
69704,291303,None,None
69705,824084,None,None
69706,1270230,male,united states
69707,203937,None,None
69708,161916,male,united states
69709,243766,male,united states
69710,2505860,male,None
69711,582982,male,united states
69712,53504,male,germany
69713,89407,female,united states
69714,881487,male,united kingdom
69715,34903,male,united states
69716,325698,None,None
69717,587457,None,None
69718,223472,male,united states
69719,76890,male,None
69720,287113,male,united states
69721,552738,female,None
69722,37485,male,germany
69723,174663,male,united states
69724,245237,male,None
69725,337393,None,None
69726,53382,male,france
69727,454442,male,None
69728,150468,male,belgium
69729,283542,male,None
69730,93577,male,united states
69731,2112823,None,None
69732,2415684,male,None
69733,1297411,male,None
69734,1699648,male,None
69735,19988,male,germany
69736,115697,male,None
69737,605332,None,None
69738,448173,None,None
69739,1006299,male,None
69740,324482,male,germany
69741,135983,male,None
69742,23817,male,united states
69743,55698,male,None
69744,42245,male,united states
69745,228984,male,None
69746,14098,male,None
69747,14067,male,switzerland
69748,70815,male,poland
69749,263276,female,spain
69750,257353,male,germany
69751,238587,male,united states
69752,332736,male,france
69753,89592,male,None
69754,389104,male,None
69755,489851,male,united states
69756,128049,male,canada
69757,228508,male,united states
69758,60400,male,united kingdom
69759,38675,male,None
69760,31048,None,None
69761,72154,male,united states
69762,228499,male,denmark
69763,94641,male,canada
69764,277025,female,united states
69765,494984,male,united states
69766,1240260,None,None
69767,37051,male,None
69768,293452,male,united kingdom
69769,228491,male,denmark
69770,111002,male,None
69771,218977,male,united states
69772,786905,None,None
69773,67094,None,united states
69774,646393,None,None
69775,46630,male,None
69776,96426,male,united states
69777,957224,male,brazil
69778,881411,female,canada
69779,729871,female,france
69780,2195591,None,None
69781,228482,male,None
69782,2159653,male,None
69783,728017,None,None
69784,2556460,male,None
69785,900794,male,None
69786,1139317,male,None
69787,1130115,male,None
69788,7088,male,None
69789,804915,None,None
69790,20029,male,None
69791,350313,male,None
69792,8510,male,None
69793,309735,male,None
69794,173572,male,united states
69795,14248,male,None
69796,2613172,male,None
69797,171845,male,united states
69798,1074790,None,None
69799,762798,male,None
69800,2455982,male,finland
69801,1932609,male,None
69802,2019868,male,None
69803,1341069,female,united states
69804,1172594,female,None
69805,1532556,male,None
69806,75041,male,united kingdom
69807,581119,male,None
69808,258534,male,None
69809,258523,male,None
69810,258413,male,None
69811,1327997,male,None
69812,75107,male,None
69813,258490,male,None
69814,66976,None,germany
69815,1956795,male,None
69816,258384,None,None
69817,258406,male,None
69818,112489,male,None
69819,75082,male,None
69820,1260472,female,None
69821,258348,male,None
69822,258608,male,None
69823,258355,None,None
69824,1439662,male,None
69825,258524,male,united kingdom
69826,258403,male,None
69827,258576,male,None
69828,813215,male,None
69829,1015251,male,None
69830,565755,male,None
69831,258467,male,None
69832,258756,female,None
69833,777954,male,None
69834,258476,male,None
69835,258389,male,None
69836,258386,None,None
69837,258376,female,None
69838,1125497,None,None
69839,1172592,male,None
69840,1172590,male,None
69841,777498,male,None
69842,1172603,male,None
69843,1172607,male,None
69844,1260473,male,None
69845,1125498,male,None
69846,1172587,male,None
69847,1669523,male,None
69848,2713169,male,None
69849,2733513,male,None
69850,91073,None,united states
69851,2762328,None,None
69852,2713170,None,None
69853,2572193,male,None
69854,2685617,male,None
69855,2573608,male,None
69856,2685615,male,None
69857,2023510,male,None
69858,1757223,male,None
69859,977086,male,romania
69860,1382176,male,None
69861,293269,None,None
69862,646538,male,None
69863,2904046,None,None
69864,2642945,None,united states
69865,2324993,male,None
69866,2505394,female,None
69867,765092,male,None
69868,1831475,male,None
69869,1288368,male,None
69870,27012,male,None
69871,50302,male,None
69872,50374,male,brazil
69873,316280,male,brazil
69874,50338,male,brazil
69875,557858,male,brazil
69876,449026,male,brazil
69877,50461,male,None
69878,50306,male,None
69879,42829,male,brazil
69880,50167,male,brazil
69881,50441,male,None
69882,41332,male,None
69883,83696,male,germany
69884,534208,male,None
69885,428351,male,united states
69886,158146,None,singapore
69887,38527,male,united states
69888,269675,male,germany
69889,2217812,None,None
69890,53283,None,united states
69891,2206481,male,australia
69892,84521,None,united states
69893,1412716,male,None
69894,1244695,male,None
69895,904246,None,None
69896,1985906,male,None
69897,831466,male,None
69898,766470,male,united kingdom
69899,2514124,male,None
69900,2917221,None,None
69901,665942,male,None
69902,808815,male,None
69903,35733,male,germany
69904,401267,None,None
69905,97260,male,None
69906,1547126,None,None
69907,204729,male,united states
69908,1976176,male,None
69909,2721667,male,None
69910,1124504,male,None
69911,1733983,male,None
69912,392504,None,None
69913,75281,male,united states
69914,14744,male,united states
69915,999317,male,None
69916,81760,male,united states
69917,30074,male,united states
69918,98849,male,germany
69919,1810366,male,None
69920,14131,male,None
69921,21536,male,france
69922,778946,male,None
69923,1766357,male,None
69924,16713,None,china
69925,2043002,None,None
69926,49346,male,united states
69927,157625,male,united states
69928,68741,male,india
69929,174836,male,None
69930,253957,male,sweden
69931,131879,male,None
69932,35573,None,united states
69933,912520,male,united states
69934,883073,male,None
69935,101697,male,None
69936,548292,male,None
69937,710826,male,None
69938,74128,male,None
69939,143237,male,None
69940,137044,male,united states
69941,605641,male,united states
69942,553199,male,None
69943,332821,male,belgium
69944,1225402,male,None
69945,274333,male,australia
69946,2024530,None,None
69947,166323,male,russia
69948,2625632,None,None
69949,1495330,male,None
69950,2534224,male,None
69951,170563,male,united states
69952,24798,male,hong kong
69953,70042,male,united kingdom
69954,134268,None,india
69955,292860,male,sweden
69956,118202,None,india
69957,296390,None,None
69958,1815618,male,None
69959,1723274,male,malaysia
69960,467895,male,chile
69961,1920078,male,None
69962,162321,male,cuba
69963,76066,male,brazil
69964,76166,male,None
69965,2076738,male,japan
69966,101018,None,None
69967,350106,male,germany
69968,1622179,male,None
69969,1622183,male,None
69970,2300010,male,None
69971,2050668,male,None
69972,1880585,male,None
69973,348605,None,None
69974,292826,male,united states
69975,956173,None,None
69976,28405,male,united states
69977,117759,male,None
69978,106711,None,switzerland
69979,411706,male,united states
69980,56013,None,None
69981,202749,male,united kingdom
69982,257378,male,None
69983,851449,None,None
69984,336410,male,finland
69985,168351,male,None
69986,5088,male,united states
69987,2313066,None,None
69988,103201,male,germany
69989,1725342,male,germany
69990,425868,male,None
69991,277543,male,None
69992,33929,male,norway
69993,68574,male,germany
69994,1859466,male,ireland
69995,68615,male,united kingdom
69996,74295,male,united states
69997,137735,male,denmark
69998,12163,male,canada
69999,422187,male,None
70000,1259243,male,None
70001,1096751,male,None
70002,1949240,male,None
70003,20451,male,united kingdom
70004,80788,None,None
70005,31817,male,None
70006,33129,male,australia
70007,92123,male,None
70008,511755,male,france
70009,106392,male,united states
70010,56669,male,None
70011,243680,male,canada
70012,4875,male,united states
70013,1784881,male,None
70014,165694,male,france
70015,266815,male,None
70016,408493,None,None
70017,67864,male,australia
70018,77603,female,united kingdom
70019,121974,None,None
70020,527034,male,None
70021,22039,male,united kingdom
70022,2383,male,united kingdom
70023,572453,None,None
70024,3105985,male,None
70025,602573,male,None
70026,1552719,None,united states
70027,2351032,female,None
70028,2502937,None,None
70029,132656,male,united kingdom
70030,124042,male,united kingdom
70031,1126193,None,None
70032,146822,male,None
70033,1799152,male,None
70034,8442,male,brazil
70035,1345028,male,None
70036,463250,None,None
70037,696466,male,None
70038,1398855,male,australia
70039,102040,None,None
70040,186025,male,spain
70041,1957758,male,None
70042,1635999,male,united states
70043,491027,male,None
70044,996616,male,None
70045,276768,male,chile
70046,373512,None,None
70047,27723,male,belgium
70048,52433,None,None
70049,349736,None,None
70050,1028640,male,south korea
70051,49120,male,france
70052,230459,female,france
70053,245113,male,canada
70054,34938,male,None
70055,1325583,male,None
70056,1325582,male,None
70057,49492,None,None
70058,1539428,male,None
70059,256842,male,czech republic
70060,141636,None,france
70061,715809,male,None
70062,466175,male,None
70063,685445,male,None
70064,63791,male,None
70065,1456140,male,None
70066,1166961,male,None
70067,1800756,None,None
70068,980570,male,canada
70069,306986,None,None
70070,305509,male,united states
70071,722401,None,None
70072,65481,male,brazil
70073,1530223,male,None
70074,1530225,None,None
70075,240089,male,mexico
70076,68259,male,germany
70077,325448,male,None
70078,324569,None,None
70079,65463,male,united states
70080,109679,male,united states
70081,571908,male,None
70082,1124724,male,None
70083,115403,male,sweden
70084,321320,male,None
70085,885175,male,None
70086,37600,male,brazil
70087,859781,male,None
70088,296255,male,russia
70089,675849,male,russia
70090,237667,male,russia
70091,268502,male,None
70092,213226,male,None
70093,21066,male,united states
70094,131688,male,united states
70095,102458,male,united states
70096,749129,male,united states
70097,354051,male,None
70098,1269375,male,None
70099,412606,male,united states
70100,1153576,male,united states
70101,680075,male,None
70102,1183106,None,None
70103,1528720,male,None
70104,153043,male,united states
70105,3073418,female,None
70106,1406317,male,None
70107,1616227,female,None
70108,1480324,female,None
70109,1606047,female,None
70110,1647536,male,None
70111,1281645,male,None
70112,1467662,male,None
70113,1406316,male,None
70114,2010330,female,None
70115,2259409,male,None
70116,2259408,None,None
70117,155934,male,None
70118,301833,female,canada
70119,2881002,male,france
70120,921608,male,None
70121,1091598,None,None
70122,350651,male,united states
70123,945625,male,None
70124,919553,male,canada
70125,42229,male,germany
70126,182727,None,None
70127,158941,male,czech republic
70128,117056,male,None
70129,1984876,male,None
70130,2078354,male,None
70131,594428,male,switzerland
70132,1460310,male,None
70133,1460312,male,None
70134,1640767,None,None
70135,187434,male,hungary
70136,378390,None,None
70137,528557,male,norway
70138,913794,male,united states
70139,429349,male,united states
70140,7667,male,canada
70141,156064,male,united states
70142,238919,male,None
70143,574756,male,None
70144,1290734,male,None
70145,1806059,male,brazil
70146,63767,male,united states
70147,63765,male,None
70148,2540489,male,united states
70149,127172,male,united states
70150,2049473,male,united kingdom
70151,319380,None,None
70152,235285,female,None
70153,1884985,male,None
70154,143858,male,australia
70155,134235,male,united states
70156,408821,male,None
70157,147698,male,None
70158,752310,male,None
70159,42513,male,united kingdom
70160,930610,male,united kingdom
70161,14350,male,united states
70162,178222,male,None
70163,252389,None,None
70164,151423,male,united states
70165,232617,female,united states
70166,66044,male,portugal
70167,73216,male,france
70168,248016,male,None
70169,687713,male,None
70170,687717,male,None
70171,2040709,male,None
70172,196204,male,argentina
70173,58003,male,united states
70174,867927,None,None
70175,178552,male,united states
70176,742027,male,australia
70177,181872,male,united states
70178,150584,male,None
70179,1872982,female,None
70180,46023,None,japan
70181,38128,female,None
70182,440094,male,None
70183,437370,male,united states
70184,168665,male,None
70185,61903,male,united kingdom
70186,101779,male,japan
70187,51872,male,united states
70188,10821,male,russia
70189,168113,male,united states
70190,1050192,male,None
70191,34774,male,None
70192,107625,male,united kingdom
70193,425825,male,canada
70194,107577,male,united states
70195,1448612,male,india
70196,928746,female,india
70197,835069,male,None
70198,287238,male,united states
70199,307904,male,None
70200,307903,male,None
70201,307840,male,None
70202,1601397,None,None
70203,424479,male,None
70204,1144823,male,None
70205,1075269,male,None
70206,254640,male,None
70207,456454,None,None
70208,403247,male,germany
70209,1821366,female,None
70210,287759,female,united kingdom
70211,85541,male,canada
70212,19509,male,None
70213,81291,male,denmark
70214,1469178,male,None
70215,1057759,male,None
70216,329371,male,united states
70217,70729,None,germany
70218,125384,None,None
70219,228861,male,united kingdom
70220,2004011,male,None
70221,186180,male,united states
70222,499629,female,None
70223,157331,male,None
70224,219340,male,None
70225,2216159,male,None
70226,2268441,male,None
70227,1018916,male,None
70228,11964,male,None
70229,109701,male,None
70230,2438165,male,None
70231,513787,male,None
70232,199818,male,united states
70233,450089,male,None
70234,748153,male,None
70235,313371,male,united states
70236,2830971,female,None
70237,1925924,None,None
70238,2203480,male,None
70239,2034101,male,None
70240,366053,female,None
70241,1008335,male,None
70242,2919752,male,None
70243,671613,male,None
70244,232422,male,israel
70245,179421,female,united kingdom
70246,283932,male,united states
70247,283927,None,united states
70248,12551,male,None
70249,720742,male,None
70250,724616,male,None
70251,2656435,None,None
70252,1866360,male,None
70253,1979929,male,None
70254,1271477,male,united states
70255,1295328,male,None
70256,1032242,male,None
70257,2394028,None,None
70258,2358065,None,None
70259,133992,male,united states
70260,180105,male,None
70261,916165,male,None
70262,2771855,male,None
70263,1632844,male,None
70264,752925,male,None
70265,2156869,male,None
70266,3036873,None,None
70267,2634678,None,None
70268,304668,male,sweden
70269,304667,male,russia
70270,304665,male,None
70271,1555057,None,None
70272,1218367,male,None
70273,500334,male,None
70274,1476364,male,None
70275,593925,male,None
70276,1429107,male,None
70277,612130,male,None
70278,120161,male,None
70279,120151,male,None
70280,120227,male,None
70281,120231,None,None
70282,339445,male,united states
70283,140765,male,united states
70284,386144,male,None
70285,455918,male,None
70286,737415,male,None
70287,409795,male,germany
70288,107121,male,germany
70289,78010,male,france
70290,482576,male,None
70291,1888737,None,None
70292,208538,male,israel
70293,103465,None,None
70294,28653,male,india
70295,154702,male,None
70296,126810,male,czech republic
70297,946595,male,norway
70298,510765,None,israel
70299,242421,male,None
70300,1183019,male,united states
70301,983544,None,None
70302,1556028,male,united states
70303,2144940,None,None
70304,80593,male,canada
70305,1534274,male,romania
70306,574595,None,None
70307,1375210,male,united states
70308,2314524,None,israel
70309,2597261,None,None
70310,2389955,None,None
70311,1809488,male,netherlands
70312,158422,male,united states
70313,1406769,female,None
70314,62888,male,germany
70315,2781468,None,None
70316,137844,male,romania
70317,1112956,None,None
70318,1769436,female,united states
70319,71775,male,india
70320,76155,male,None
70321,2191055,male,None
70322,586572,male,None
70323,168048,male,france
70324,789033,male,None
70325,789012,male,None
70326,789014,male,None
70327,788998,male,None
70328,745728,male,None
70329,788997,male,None
70330,434492,male,united states
70331,789554,male,None
70332,1319190,male,None
70333,789000,male,None
70334,661803,female,None
70335,2811659,male,None
70336,388117,male,None
70337,1275447,male,None
70338,789013,male,None
70339,1040842,male,united states
70340,789001,male,None
70341,85587,male,None
70342,1275448,male,None
70343,85010,male,australia
70344,789004,male,None
70345,2047958,male,None
70346,2048184,male,None
70347,408024,None,None
70348,475543,male,None
70349,1734525,None,None
70350,185579,male,united states
70351,537626,male,None
70352,114014,male,united kingdom
70353,2045001,male,germany
70354,106402,None,None
70355,48302,male,italy
70356,48318,male,italy
70357,347524,male,None
70358,518457,male,None
70359,15033,male,united states
70360,1353171,female,None
70361,1253818,None,None
70362,133261,male,None
70363,12046,female,united states
70364,1916137,male,None
70365,62899,male,united states
70366,411267,male,None
70367,1082135,male,united states
70368,2344247,male,None
70369,819759,male,canada
70370,1644158,male,None
70371,394468,male,poland
70372,19011,female,poland
70373,924870,male,united kingdom
70374,2420243,female,None
70375,234678,male,germany
70376,854583,male,None
70377,854584,male,None
70378,249145,male,None
70379,1653609,male,None
70380,32771,male,united states
70381,947788,male,None
70382,1694306,male,None
70383,109055,male,None
70384,75840,male,belgium
70385,186644,male,australia
70386,42796,male,united states
70387,1761921,male,None
70388,60578,male,united states
70389,199703,male,united kingdom
70390,220626,male,united kingdom
70391,1844627,None,None
70392,1354283,female,None
70393,199032,male,canada
70394,181326,male,None
70395,221219,None,None
70396,29683,male,united states
70397,1793241,male,united states
70398,251541,male,None
70399,251449,female,None
70400,204308,male,None
70401,124221,male,united states
70402,221154,male,None
70403,751983,male,norway
70404,687869,male,None
70405,32595,male,united states
70406,239221,male,None
70407,732793,male,None
70408,1492075,male,None
70409,1635279,male,None
70410,2237932,male,None
70411,197580,male,united states
70412,84501,male,united states
70413,676997,male,None
70414,1639661,male,None
70415,453399,male,switzerland
70416,756230,None,None
70417,1587898,male,None
70418,2153683,None,None
70419,2082651,male,None
70420,1000935,male,None
70421,2791737,None,None
70422,97313,None,None
70423,165533,male,italy
70424,1003312,male,None
70425,1003311,male,None
70426,1003308,male,None
70427,360737,male,None
70428,38785,male,None
70429,1574755,male,None
70430,2022448,None,None
70431,1288090,female,None
70432,2397676,None,None
70433,123537,male,united states
70434,93867,male,None
70435,40826,male,None
70436,365265,male,None
70437,405642,female,russia
70438,468371,male,None
70439,28489,male,None
70440,176417,male,None
70441,33448,male,czech republic
70442,193600,male,None
70443,196625,male,None
70444,1426104,None,None
70445,1493701,male,None
70446,948793,male,None
70447,209186,male,united states
